**  A character list of Wenzhou region pronunciations
**
**  The following symbols are used
**
**  1 (Following a character) most common pronunciation
**  2 (Following a character) second most common pronunciation
**  3 (Following a character) third most common pronunciation
**  4 (Following a character) fourth most common pronunciation
**  - (Following a character) Wendu (文读) pronunciation
**  = (Following a character) Baidu (白读) pronunciation
**  {}   Brackets comments
**  **   Starts a commented line
**  []   Indicates a unicode ideographic description sequence.
**  #    Stands in place of a character which has no unicode representation
**
**
**
dong42	冻栋胨
ggong35	#
gong33	工公功蚣攻弓1=躬宫恭1=
gong35	巩拱戆
gong42	贡汞赣#
hhong22	缝1凤1訌
hhong31	红虹弘宏洪冯鸿逢缝2竑
hhong35	奉閧2
hong13	风丰封轰烘疯枫蜂峰锋
hong35	哄俸
hong42	讽嗅澒蕻閧1
iong33	雍邕塕踊2-
iong35	允永咏泳尹
iong42	蕴
jjong22	群仲郡
** page 427 **
jjong31	虫穷琼裙
jjong35	菌窘盾
jong33	忠军终均钧君中1弓2-遵肫
jong35	准卷3-炯
jong42	众俊竣1中2
kong33	空1
kong35	孔
kong42	空2控
long22	弄
long31	隆1=龙1=笼聋砻1徿珑咙泷{the numeral 1 after the first character has been inserted by me}
long33	哢
long35	拢陇垅1
mong22	梦
mong31	蒙矇朦蠓濛1蛑2
mong33	濛2
mong35	懵
nong22	懦糯1
nong31	浓1=脓侬农
ong33	翁嗡
ong42	滃齆[⿰臭邕]
pong33	肨
pong35	捧
pong42	椪碰
qong33	春冲充囱穹椿1=从3穿2-
qong35	蠢宠顷鬈
qong42	串趥铳
song33	松1=惷嵩凇忪
song35	𢱤怂1耸1
** page 428 **
song42	送宋
ssong31	绒纯莼醇鹑丛崇戎茸淳
ssong35	冗搑
tong33	通
tong35	统徸捅
tong42	痛
xong33	兄荀询勋熏薰舂珣
xong35	笋隼榫
xong42	训峻臖浚舜瞬竣2殉
yong22	运顺韵晕润凤2
yong31	云匀唇荣容溶榕蓉1=融雄熊巡循荧莹1萤1营佣庸纭耘筠
yong35	吮陨殒
zong33	棕踪综
zong35	总
zong42	粽
bbov22	步埠赙缚2
bbov31	婆荸葡蒲2-
bbov35	篰
bov33	波2-簸1餔
bov35	补谱
bov42	布怖播2
cov33	粗
cov42	醋
ddov22	度渡镀
ddov31	涂图徒2-途屠荼
** page 429 **
ddov35	杜肚1
dov33	都
dov35	赌堵睹肚2
dov42	妒蠹
fov33	麸2-伕夫2-肤2-
fov35	府腑俯2殕
fov42	付副赋富傅赴2咐讣
lov22	路类虑滤露1=鹭璐
lov31	卢庐炉驴鸬鲈泸颅芦[⿰⺡闾]
lov35	吕侣铝屡卤旅履1
mov22	戊磨2
mov31	魔模2-摩2-磨1
nov31	奴2-
ngov31	鱼蜈
pov35	圃浦2-铺2-
pov42	铺3-破1=
sov33	苏酥稣
sov42	诉塑溯素2-
tov35	土吐1
tov42	兔吐2
wov22	务雾1=附驸婺腐2
wov31	符芙浮2-
wov35	妇父
zov33	租
zov35	祖
bbu213	仆1蔔孛
** page 430 **
bbu22	捕哺鬻2伏2
bbu31	菩蒲1=搫薄3
bbu35	部簿
bu213	卜
bu33	波1=菠1=玻播1
fu213	复福幅辐蝠覆1=馥#
fu33	孚呼俘夫1=肤1=麸1=敷
fu35	火虎不2伙斧夥浒甫辅脯蜅抚俯1=
fu42	货赴
ggu213	觳
ggu35	#
gu213	谷𠻧
gu33	戈姑估咕锅哥1=孤菇蛊歌辜裹呱1馃瘑䑩
gu35	古果股鼓牯剐2臌觚
gu42	过1固雇故顾痼锯2-
ku213	哭酷
ku33	科枯骷棵颗窠轲柯
ku35	苦
ku42	课库裤
mu213	木1目1睦无2
mu22	暮墓募慕幕
mu31	谟模1=摩1=
mu35	某母1=拇
pu213	朴扑1=覆2-
pu33	普漕颇坡
pu35	浦1=铺1=
u213	屋
u33	污乌威呜坞渝淤迂阿2倭莴
** page 431 **
u35	委萎诿
u42	恶3屙
wu213	袱伏1=圩服
wu22	护胃贺芋糊2腐1和2过2惠位互誉喻逾裕卫慧谓荷2
wu31	为乎无1于扶禾和1何1={和}河荷1弧狐胡壶湖葫糊1韦围帏{note the repeated character has been bracketed}{the pinyin on this line is repeated, may be a mistake}
wu31	违唯帷惟维伟苇巫诬梧遗余盂俞竽愉逾榆瑜舆{the pinyin on this line is repeated, may be a mistake}
wu35	雨祸舞户沪与予侮武鹉禹宇羽愈炜玮负
bbuo22	刨1
bbuo31	旁傍庞苞咆镑膀1刨2
bbuo35	棒鲍
buo33	包邦帮梆胞
buo35	饱榜绑
buo42	泵谤豹趵
cuo33	仓苍疮舱抄钞訬创1
cuo35	吵炒
cuo42	创2
dduo22	荡2
dduo31	堂棠唐糖塘溏瞊膛镗沰垛2
dduo35	宕荡1
duo33	当1裆铛珰噹
duo35	党挡1
duo42	档当2挡2
** page 432 **
gguo31	旷2-
gguo35	彳犷[⿱刀水]
guo33	光江交刚跤鲛缸杠1胶=茭郊冈钢纲岗肛{杠}蛟荒2{note the repeated character has been bracketed}
guo35	广讲港鉸1=搅1狡1=
guo42	教较肴玫[⿱降土]降1杠2搅2
hhuo22	旺巷效校1=𥮕望1=
hhuo31	房皇亡黄1行3防航凰倄爻忘1=杭簧蝗惶璜绗#
hhuo35	项罔2
huo33	方芳妨坊慌荒1哮肪
huo35	晃恍访纺仿舫
huo42	放孝酵
iuo33	臃癰
iuo35	踊1=枉勇2蛹俑
iuo42	壅
jjuo22	撞重3共1状逛
jjuo31	重1幢共2狂诳
jjuo35	重2
juo33	钟妆龚庄2供1椿2-桩2恭2-
juo35	种1肿
juo42	壮2-种2纵供2
kuo33	糠康敲骹夸跨垮
kuo35	可巧
kuo42	抗扩慷亢伉囥旷1=圹1揢2
luo22	浪
luo31	狼琅晾2郎榔廊螂
luo35	朗
** page 433 **
muo22	貌望2-
muo31	忙茅矛锚茫莽猫2
muo33	猫1
muo35	卯网罔1蟒漭惘魍
nguo22	烄2
nguo31	聱烄1
nguo35	咬卬
nuo22	闹淖
nuo31	囊
nyuo31	浓2-
nyuo33	肉3
puo33	抛脬
puo35	跑膀2髈
puo42	炮泡皰疱胖
quo33	窗匡筐框
quo35	闯恐
quo42	揰圹2
ssuo22	脏2藏2
ssuo31	藏1巢
suo33	稍筲潲颵梢丧1捎1眇艄
suo35	爽嗓
suo42	啸哨丧2
tuo33	汤踢
tuo35	躺倘淌
tuo42	烫趟
uo33	汪坳拗1凹𥄮{this last character should be the 王 variant as in http://glyphwiki.org/wiki/hkcs_m2512e}
uo35	拗2
uo42	拗3啘
** page 434 **
xuo33	双胸霜凶1=孀汹
xuo35	怂2耸2
xuo42	㩳况
yuo22	用讼诵颂
yuo31	床王松2-从1蓉2-
yuo35	涌往甬勇1恿
zuo33	抓装桩1庄1赃脏1
zuo35	爪找
zuo42	葬罩壮1=笊
ggv213	#
gv213	骨鸽割汩合2佮袷
gv33	甘官肝干1根1=观1柑泔棺倌冠1跟2-昆2
gv35	管1=赶杆秆竿敢感橄琯擀
gv42	贯罐干2观2冠2盥
iv213	郁1
iv33	安温2=瘟冤鞍渊鸳宛蜿
iv35	稳碗婉苑
iv42	按案怨惋
jjv213	掘1=术2拙2
jjv22	巨柜传2具惧匮
jjv31	权拳传1渠1=缠2-逵椽癸
jjv35	距拒炬跪
jv213	决拙1#辍缀厥诀抉绌茁蹶撅1
jv33	专居规1=龟砖车3归2苣拘驹圭闺轨捐鹃娟硅
jv35	转鬼卷1=矩举诡捲
** page 435 **
jv42	句季据桂眷{卷}贵1锯1=卷2=悸遽绢隽圈2{note the character repeated has been bracketed}
kv213	窟胐
kv42	睏
nyv213	月
nyv22	愿蕊谜2-御遇寓伪驭
nyv31	原虞愚危元源禺
nyv35	女1软语阮
qv213	出1=缺屈
qv33	川区穿1=圈1枢躯祛窥荃醛亏2
qv35	犬揣喘
qv42	劝券袪去1=
xv213	说血忽雪寤惚噱蟋蟀戌恤
xv33	欢虚辉挥2晖荤昏1=婚墟靴吁喧萱2悬2鼾2{numeral 2 on fourth character added by me}
xv35	选许1=#栩毁1
xv42	汉唤奂焕痪纬卉煦酗绚渲毁2
yv213	越绝术1悦阅粤穴核述役疫聿
yv22	县院旋岸汗踅砚銲镟
yv31	全员船寒泉韩桓魂丸1=完玄悬1璇园垣爰圆袁援缘猿辕
yv35	远旱悍缓
